chr left right
B4GALT2 chr1 44444615 44456840
CCDC24 chr1 44457031 44462200
SLC6A9 chr1 44457172 44497139
RP5-1198O20.4 chr1 44501798 44570647
KLF17 chr1 44584522 44600812
DMAP1 chr1 44679127 44686353
ERI3 chr1 44686742 44820932
RNF220 chr1 44870866 45117396
TMEM53 chr1 45100910 45140227
C1orf228 chr1 45140364 45191263
KIF2C chr1 45205490 45233439
RP11-269F19.2 chr1 45224709 45241482
RPS8 chr1 45240923 45244451
BEST4 chr1 45249257 45253377
PLK3 chr1 45265897 45271662
TCTEX1D4 chr1 45271585 45272957
BTBD19 chr1 45274154 45281257
PTCH2 chr1 45285516 45308735
EIF2B3 chr1 45316450 45452282
HECTD3 chr1 45468212 45477001
UROD chr1 45477819 45481247
ZSWIM5 chr1 45482071 45771881
HPDL chr1 45792545 45794347
MUTYH chr1 45794835 45806142
TOE1 chr1 45805342 45809647
TESK2 chr1 45809555 45956872
CCDC163P chr1 45959538 45965751
MMACHC chr1 45965725 45976739
PRDX1 chr1 45976708 45988719
AKR1A1 chr1 46016215 46035721
NASP chr1 46049518 46084566
CCDC17 chr1 46085716 46089729
GPBP1L1 chr1 46092976 46153785
TMEM69 chr1 46152886 46160115
IPP chr1 46159996 46216322
MAST2 chr1 46252659 46501796
PIK3R3 chr1 46505812 46642160
RP4-533D7.4 chr1 46512490 46514040
RP4-533D7.5 chr1 46600203 46604753
TSPAN1 chr1 46640745 46651630
POMGNT1 chr1 46654354 46685977
LURAP1 chr1 46669006 46686933
RAD54L chr1 46713360 46744145
LRRC41 chr1 46726868 46769280
UQCRH chr1 46769303 46782448
NSUN4 chr1 46805849 46830824
FAAH chr1 46859937 46879520
LINC00505 chr1 46921495 46948147
DMBX1 chr1 46972668 46979898
MKNK1-AS1 chr1 47004368 47035927
KNCN chr1 47011316 47017199
MKNK1 chr1 47023090 47082515
MOB3C chr1 47073387 47082563
ATPAF1 chr1 47098409 47139539
EFCAB14 chr1 47124366 47184824
TEX38 chr1 47134527 47139266
CYP4B1 chr1 47223510 47285085
CYP4X1 chr1 47427036 47516423
CYP4A22-AS1 chr1 47562325 47644943
LINC00853 chr1 47644922 47646011
PDZK1IP1 chr1 47649265 47656716
TAL1 chr1 47681962 47697892
STIL chr1 47715811 47779819
CMPK1 chr1 47799469 47844511
RP11-511I2.2 chr1 47846600 47874149
FOXE3 chr1 47881744 47883723
FOXD2-AS1 chr1 47897805 47900313
FOXD2 chr1 47901689 47906363
SLC5A9 chr1 48688357 48714316
RP5-1024N4.4 chr1 48693560 48695233
SPATA6 chr1 48761044 48937845
AGBL4 chr1 48998527 50489585
BEND5 chr1 49193195 49242641
ELAVL4 chr1 50513686 50669458
RP11-567C20.3 chr1 50671756 50688799
DMRTA2 chr1 50883222 50889172
RP5-850O15.4 chr1 50902700 50902978
FAF1 chr1 50905150 51425935
RP5-850O15.3 chr1 50927141 50936822
CDKN2C chr1 51426417 51440305
RP11-296A18.3 chr1 51660767 51700768
RNF11 chr1 51701943 51739127
RP11-296A18.6 chr1 51730588 51731746
TTC39A chr1 51752930 51810788
RP11-275F13.1 chr1 51795326 51800996
EPS15 chr1 51819935 51985000
RP11-253A20.1 chr1 51927393 51929088
RP11-191G24.1 chr1 51983981 52027301
OSBPL9 chr1 52042851 52254889
NRD1 chr1 52254863 52344477
RP4-657D16.3 chr1 52259637 52264824
RP4-657D16.6 chr1 52266700 52266979
RAB3B chr1 52373628 52456436
TXNDC12 chr1 52485803 52521843
KTI12 chr1 52497775 52499488
RP11-91A18.4 chr1 52499063 52509951
TXNDC12-AS1 chr1 52516590 52518355
BTF3L4 chr1 52521797 52556388
ZFYVE9 chr1 52608046 52812358
CC2D1B chr1 52811395 52831865
RP11-155O18.6 chr1 52819159 52819549
ORC1 chr1 52838501 52870131
PRPF38A chr1 52870236 52886511
ZCCHC11 chr1 52873954 53019159
RP11-25O10.2 chr1 53020490 53020945
GPX7 chr1 53068044 53074723
FAM159A chr1 53099016 53135355
COA7 chr1 53152508 53164038
ZYG11B chr1 53192126 53293014
ZYG11A chr1 53308183 53360670
ECHDC2 chr1 53361656 53392884
SCP2 chr1 53392901 53517375
PODN chr1 53527854 53551174
RP11-334A14.5 chr1 53535610 53551174
SLC1A7 chr1 53552855 53608289
RP11-334A14.8 chr1 53580248 53584281
CPT2 chr1 53662101 53679869
RP5-1024G6.2 chr1 53676128 53679447
C1orf123 chr1 53679771 53686289
RP5-1024G6.7 chr1 53686335 53689925
MAGOH chr1 53692564 53704282
RP5-1024G6.5 chr1 53704282 53708455
RP5-1024G6.8 chr1 53708036 53710212
LRP8 chr1 53711217 53793742
RP4-784A16.1 chr1 53733607 53734273
RP4-784A16.2 chr1 53753696 53755378
RP4-784A16.5 chr1 53793905 53802181
RP11-117D22.2 chr1 53832340 53833917
GLIS1 chr1 53971910 54199877
NDC1 chr1 54231133 54304533
YIPF1 chr1 54317392 54356407
DIO1 chr1 54356912 54376759
HSPB11 chr1 54382247 54411602
LRRC42 chr1 54411750 54433841
LDLRAD1 chr1 54474412 54483856
RP4-758J24.5 chr1 54492356 54494172
TMEM59 chr1 54497347 54519177
TCEANC2 chr1 54519260 54578192
AL161915.1 chr1 54569968 54571750
CDCP2 chr1 54598747 54619443
RP11-446E24.4 chr1 54606897 54665746
AL357673.1 chr1 54635333 54637997
CYB5RL chr1 54638009 54665709
MRPL37 chr1 54649714 54691137
SSBP3 chr1 54691105 54879152
SSBP3-AS1 chr1 54703710 54704736
RP5-997D24.3 chr1 54751078 54753044
ACOT11 chr1 55007930 55104865
FAM151A chr1 55074855 55089229
MROH7 chr1 55107463 55175939
TTC4 chr1 55181495 55208330
PARS2 chr1 55222571 55230187
TTC22 chr1 55245385 55266940
RP11-67L3.2 chr1 55258558 55260578
C1orf177 chr1 55271736 55307925
DHCR24 chr1 55315306 55352891
RP11-67L3.5 chr1 55352548 55353674
RP11-67L3.4 chr1 55353236 55354523
TMEM61 chr1 55446465 55457966
BSND chr1 55464606 55476556
USP24 chr1 55532032 55680786
RP11-101C11.1 chr1 55683534 55699850
RP11-90C4.1 chr1 56289480 56333921
RP11-504A18.1 chr1 56713966 56724243
PPAP2B chr1 56960419 57110974
PRKAA2 chr1 57110995 57181008
DAB1 chr1 57460451 59012406
OMA1 chr1 58881056 59012474
TACSTD2 chr1 59041099 59043166
MYSM1 chr1 59120411 59165764
JUN chr1 59246465 59249785
LINC01135 chr1 59250823 59365384
RP11-63G10.3 chr1 59278480 59279014
RP4-794H19.1 chr1 59348540 59362375
RP4-794H19.4 chr1 59486059 59510286
RP11-145M4.3 chr1 59522315 59553867
RP11-467C18.1 chr1 59754975 59755312
FGGY chr1 59762310 60233347
RP4-782L23.2 chr1 60220419 60254854
RP4-782L23.1 chr1 60238467 60254520
HOOK1 chr1 60280458 60342050
CYP2J2 chr1 60358980 60392462
RP11-776H12.1 chr1 61005921 61106163
RP11-436K8.1 chr1 61125303 61291256
NFIA chr1 61330931 61928465
RP4-668G5.1 chr1 61405911 61436448
RP5-833A20.1 chr1 61714617 61719182
TM2D1 chr1 62146718 62191095
RP11-430G17.3 chr1 62207670 62208096
INADL chr1 62208149 62629592
L1TD1 chr1 62660503 62678000
KANK4 chr1 62702651 62785085
USP1 chr1 62901968 62917475
DOCK7 chr1 62920399 63153969
ANGPTL3 chr1 63063158 63071830
AL138847.1 chr1 63073437 63075249
RP11-230B22.1 chr1 63154153 63176365
ATG4C chr1 63249806 63331184
RP4-771M4.3 chr1 63361680 63367310
RP11-335E6.2 chr1 63604921 63628824
RP4-792G4.2 chr1 63786555 63790112
ALG6 chr1 63833261 63904233
ITGB3BP chr1 63906441 64059392
EFCAB7 chr1 63989043 64038364
DLEU2L chr1 64014588 64015405
PGM1 chr1 64058947 64125916
ROR1 chr1 64239693 64647181
RP11-24J23.2 chr1 64560125 64636980
CACHD1 chr1 64936428 65158741
RAVER2 chr1 65210778 65298915
JAK1 chr1 65298912 65432187
RP11-182I10.3 chr1 65437908 65468159
RP4-535B20.4 chr1 65469153 65469770
RP4-535B20.1 chr1 65532310 65533420
AK4 chr1 65613232 65697828
DNAJC6 chr1 65713902 65881552
LEPR chr1 65886248 66107242
LEPROT chr1 65886270 65901690
PDE4B chr1 66258197 66840259
SGIP1 chr1 66999066 67213982
AL139147.1 chr1 67131547 67142710
TCTEX1D1 chr1 67218142 67244470
WDR78 chr1 67278568 67390570
MIER1 chr1 67390578 67454302
SLC35D1 chr1 67465015 67519782
C1orf141 chr1 67557848 67697536
IL23R chr1 67632083 67725662
IL12RB2 chr1 67773047 67862583
SERBP1 chr1 67873493 67896098
GADD45A chr1 68150744 68154021
GNG12 chr1 68167149 68299150
GNG12-AS1 chr1 68297986 68668670
DIRAS3 chr1 68511645 68517314
WLS chr1 68564142 68698803
DEPDC1 chr1 68939835 68962904
RP4-694A7.4 chr1 68962359 69004310
LRRC7 chr1 70034081 70617628
LRRC40 chr1 70610488 70671303
SRSF11 chr1 70671365 70718735
RP4-677H15.4 chr1 70684272 70686706
ANKRD13C chr1 70726271 70820417
HHLA3 chr1 70820488 70851022
CTH chr1 70876901 70905534
RP11-42O15.3 chr1 70910754 70911219
PTGER3 chr1 71318036 71513491
ZRANB2-AS1 chr1 71514538 71532867
ZRANB2 chr1 71528974 71546980
RP11-386O9.2 chr1 71716682 71717802
NEGR1 chr1 71861623 72748417
RP4-660H19.1 chr1 73214604 73364823
RP4-598G3.1 chr1 73771853 73820934
LRRIQ3 chr1 74491699 74663871
FPGT chr1 74663896 74699770
FPGT-TNNI3K chr1 74663919 75009666
TNNI3K chr1 74663947 75010112
RP11-439H8.4 chr1 74807263 74844486
RP4-650F12.2 chr1 74933879 74935227
C1orf173 chr1 75033795 75139422
RP11-17E13.2 chr1 75164453 75165017
CRYZ chr1 75171170 75199092
TYW3 chr1 75198836 75232362
SLC44A5 chr1 75667816 76076801
RP4-682C21.5 chr1 76175688 76189696
ACADM chr1 76190036 76253260
RABGGTB chr1 76251879 76260764
MSH4 chr1 76262567 76378923
ST6GALNAC3 chr1 76540404 77100286
RP5-1102E8.3 chr1 77102562 77103024
ST6GALNAC5 chr1 77333126 77531396
RP4-564M11.2 chr1 77533605 77544167
PIGK chr1 77554675 77685115
AK5 chr1 77747736 78025651
RP11-375A5.1 chr1 77811731 77815270
ZZZ3 chr1 78028101 78149104
USP33 chr1 78161672 78225537
FAM73A chr1 78245309 78344106
NEXN-AS1 chr1 78347033 78355224
NEXN chr1 78354198 78409580
FUBP1 chr1 78409740 78444794
DNAJB4 chr1 78444859 78483648
GIPC2 chr1 78445226 78604133
RP11-386I14.4 chr1 78470030 78470238
PTGFR chr1 78769568 79005434
IFI44L chr1 79085607 79111830
IFI44 chr1 79115481 79129763
RP5-887A10.1 chr1 81001440 81112473
RP4-601K24.1 chr1 83368866 83632498
RP11-170N11.1 chr1 83439565 83451891
RP11-475O6.1 chr1 84041459 84326706
RP5-836J3.1 chr1 84255963 84267148
TTLL7 chr1 84330711 84464833
RP11-486G15.2 chr1 84542014 84543614
PRKACB chr1 84543745 84704181
SAMD13 chr1 84764049 84855640
RPF1 chr1 84944942 84963473
GNG5 chr1 84964008 84972248
CTBS chr1 85015289 85040163
C1orf180 chr1 85093913 85100703
SSX2IP chr1 85109390 85156486
LPAR3 chr1 85277285 85358896
MCOLN2 chr1 85391268 85462796
WDR63 chr1 85464830 85598821
MCOLN3 chr1 85483765 85514182
SYDE2 chr1 85622556 85666729
C1orf52 chr1 85715639 85725355
BCL10 chr1 85731931 85742773
RP11-131L23.1 chr1 85742398 85913807
DDAH1 chr1 85784164 86043933
RP11-131L23.2 chr1 85932978 85933343
RP11-290M5.4 chr1 86044183 86044425
CYR61 chr1 86046444 86049645
ZNHIT6 chr1 86115106 86174116
COL24A1 chr1 86194916 86622626
ODF2L chr1 86814344 86862023
CLCA4 chr1 87012761 87046437
RP4-651E10.4 chr1 87036864 87158886
RP4-612B15.3 chr1 87169185 87170145
SH3GLB1 chr1 87170259 87213867
SEP15 chr1 87328132 87380107
HS2ST1 chr1 87380331 87602334
RP4-604K5.3 chr1 87397882 87400574
RP4-604K5.2 chr1 87409368 87410425
RP5-1052I5.2 chr1 87458692 87634884
LINC01140 chr1 87595448 87634881
LMO4 chr1 87794151 87814606
RP11-76N22.2 chr1 89003196 89150887
PKN2 chr1 89149905 89301938
GTF2B chr1 89318615 89357627
CCBL2 chr1 89401456 89458636
RBMXL1 chr1 89445139 89458643
GBP3 chr1 89472349 89488577
GBP1 chr1 89518002 89531043
GBP2 chr1 89571815 89616139
GBP7 chr1 89597434 89641723
GBP4 chr1 89646831 89664615
GBP5 chr1 89724633 89738544
RP4-620F22.2 chr1 89726265 89735437
GBP6 chr1 89829617 89852020
LRRC8B chr1 89990395 90063423
RP5-1007M22.2 chr1 90048800 90098453
LRRC8C chr1 90098631 90235462
RP5-943J3.2 chr1 90285733 90286427
LRRC8D chr1 90286573 90402170
RP11-302M6.5 chr1 90405160 90405706
ZNF326 chr1 90460671 90501090
U3 chr1 91123307 91123520
RP4-665J23.1 chr1 91248543 91317207
RP4-665J23.4 chr1 91326107 91328477
ZNF644 chr1 91380859 91487829
HFM1 chr1 91726323 91870426
CDC7 chr1 91966408 91991321
TGFBR3 chr1 92145902 92371892
BRDT chr1 92414928 92479983
EPHX4 chr1 92495539 92529093
BTBD8 chr1 92545862 92613393
KIAA1107 chr1 92632542 92650280
RP4-621B10.8 chr1 92654794 92656264
C1orf146 chr1 92683497 92711370
GLMN chr1 92711959 92764544
RPAP2 chr1 92764522 92867613
GFI1 chr1 92940319 92952433
EVI5 chr1 92974253 93257961
RPL5 chr1 93297582 93307481
FAM69A chr1 93307724 93427057
MTF2 chr1 93544792 93604638
TMED5 chr1 93615299 93646285
CCDC18 chr1 93645476 93744287
DR1 chr1 93811445 93835055
FNBP1L chr1 93913688 94020218
BCAR3 chr1 94027347 94312706
RP5-1033H22.2 chr1 94057756 94071130
RP4-561L24.3 chr1 94312730 94314495
DNTTIP2 chr1 94333373 94345474
GCLM chr1 94350761 94374966
ABCA4 chr1 94458393 94586688
ARHGAP29 chr1 94614544 94740624
ABCD3 chr1 94883933 94984222
F3 chr1 94994781 95007356
RP11-86H7.6 chr1 95051112 95057853
RP11-86H7.7 chr1 95086707 95089740
LINC01057 chr1 95104017 95285837
SLC44A3 chr1 95285898 95360802
CNN3 chr1 95362507 95392834
RP4-639F20.1 chr1 95393122 95428826
ALG14 chr1 95439963 95538501
TMEM56 chr1 95582894 95663163
RP11-57H12.3 chr1 95628775 95699538
RWDD3 chr1 95699711 95712781
PTBP2 chr1 97187221 97289294
DPYD chr1 97543299 98386605
DPYD-AS1 chr1 97561479 97788511
DPYD-AS2 chr1 98262477 98263622
RP11-490G2.2 chr1 98432561 98434370
SNX7 chr1 99127236 99226056
LPPR4 chr1 99729509 99775146
FRRS1 chr1 100174259 100232187
AGL chr1 100315640 100389579
RP5-884G6.2 chr1 100433939 100435420
SLC35A3 chr1 100435345 100492535
HIAT1 chr1 100503653 100548933
RP4-714D9.2 chr1 100523546 100550027
SASS6 chr1 100549119 100598511
TRMT13 chr1 100598706 100616053
LRRC39 chr1 100614409 100643771
DBT chr1 100652475 100715390
RP11-305E17.6 chr1 100729565 100731676
RTCA chr1 100731763 100758325
CDC14A chr1 100810584 100985833
RP5-837M10.4 chr1 100927955 100951553
GPR88 chr1 101003693 101007574
VCAM1 chr1 101185298 101204601
EXTL2 chr1 101337943 101361554
RP4-549L20.3 chr1 101360484 101360912
SLC30A7 chr1 101361632 101447309
DPH5 chr1 101455179 101491644
AC093157.1 chr1 101455761 101457653
RP11-421L21.2 chr1 101461029 101461816
RP11-421L21.3 chr1 101491434 101552821
RP4-575N6.4 chr1 101701239 101702084
S1PR1 chr1 101702444 101707074
RP11-157N3.1 chr1 101788893 101855859
RNPC3 chr1 104068313 104097861
AMY2B chr1 104096437 104122156
AMY2A chr1 104159999 104168402
RP11-364B6.1 chr1 104615645 104619709
PRMT6 chr1 107599267 107601916
NTNG1 chr1 107682629 108026080
VAV3 chr1 108113782 108507766
VAV3-AS1 chr1 108507065 108537229
RP11-356N1.2 chr1 108614104 108617141
SLC25A24 chr1 108676658 108743471
RP11-483I13.5 chr1 108742548 108744113
FAM102B chr1 109102711 109187522
HENMT1 chr1 109190912 109204148
PRPF38B chr1 109234945 109244425
FNDC7 chr1 109255279 109285365
STXBP3 chr1 109289296 109352148
AKNAD1 chr1 109358520 109506106
SPATA42 chr1 109399839 109401146
GPSM2 chr1 109417972 109477167
CLCC1 chr1 109472130 109506111
WDR47 chr1 109512836 109584850
TAF13 chr1 109605108 109618624
RP5-1065J22.8 chr1 109630593 109633480
TMEM167B chr1 109632425 109639556
SCARNA2 chr1 109642815 109643241
C1orf194 chr1 109648573 109656479
KIAA1324 chr1 109656301 109749401
SARS chr1 109756540 109780791
CELSR2 chr1 109792641 109818372
PSRC1 chr1 109822178 109825808
MYBPHL chr1 109834987 109849663
SORT1 chr1 109852192 109940573
PSMA5 chr1 109941653 109969062
SYPL2 chr1 110009180 110024759
ATXN7L2 chr1 110026101 110035426
CYB561D1 chr1 110036674 110045554
AMIGO1 chr1 110046797 110052360
GPR61 chr1 110082494 110091028
GNAI3 chr1 110091233 110136975
RP5-1160K1.3 chr1 110138847 110140403
GNAT2 chr1 110145889 110155679
AMPD2 chr1 110158726 110174673
RP5-1160K1.6 chr1 110171039 110172927
GSTM4 chr1 110198703 110208118
GSTM2 chr1 110210644 110252171
GSTM1 chr1 110230436 110251661
AC000032.2 chr1 110235739 110236364
GSTM5 chr1 110254864 110318050
RP4-735C1.4 chr1 110268442 110317874
GSTM3 chr1 110276554 110284384
EPS8L3 chr1 110292702 110306649
RP11-195M16.3 chr1 110438595 110440483
CSF1 chr1 110452864 110473614
AHCYL1 chr1 110527308 110566357
STRIP1 chr1 110574199 110617263
RP4-773N10.4 chr1 110600962 110605177
ALX3 chr1 110602616 110613322
UBL4B chr1 110655062 110656569
KCNC4-AS1 chr1 110751456 110752609
KCNC4 chr1 110753965 110825722
RP5-1074L1.1 chr1 110828997 110881793
RBM15 chr1 110881128 110889299
SLC16A4 chr1 110905470 110933704
RP5-1074L1.4 chr1 110912776 110915625
LAMTOR5-AS1 chr1 110925441 110974982
LAMTOR5 chr1 110943871 110950564
PROK1 chr1 110993822 110999976
KCNA2 chr1 111136202 111174096
RP11-284N8.3 chr1 111196182 111199662
KCNA3 chr1 111214310 111217655
CD53 chr1 111415775 111442550
RP11-96K19.2 chr1 111486089 111495470
LRIF1 chr1 111489807 111506701
RP11-96K19.5 chr1 111505924 111507271
DRAM2 chr1 111659955 111682838
CEPT1 chr1 111682249 111727724
RP5-1180E21.4 chr1 111723996 111724113
RP5-1180E21.5 chr1 111727037 111727683
DENND2D chr1 111729796 111747157
CHI3L2 chr1 111743393 111786062
CHIA chr1 111833484 111863188
PIFO chr1 111888910 111895635
OVGP1 chr1 111956936 111970399
WDR77 chr1 111982512 111991998
ATP5F1 chr1 111991486 112005395
C1orf162 chr1 112016414 112021134
ADORA3 chr1 112025970 112106584
RAP1A chr1 112084840 112259313
LINC01160 chr1 112142277 112151345
FAM212B chr1 112223252 112298446
FAM212B-AS1 chr1 112282463 112290420
DDX20 chr1 112297867 112310638
KCND3 chr1 112313284 112531777
RP11-88H9.2 chr1 112532392 112541464
CTTNBP2NL chr1 112938803 113006078
WNT2B chr1 113009163 113072787
RP4-671G15.2 chr1 113060421 113061063
ST7L chr1 113066140 113163447
CAPZA1 chr1 113161795 113214241
MOV10 chr1 113215763 113243368
RP11-426L16.3 chr1 113236310 113239243
RHOC chr1 113243728 113250056
RP11-426L16.10 chr1 113245236 113254055
PPM1J chr1 113252616 113258099
RP11-426L16.9 chr1 113258294 113260418
FAM19A3 chr1 113263041 113269857
RP11-426L16.8 chr1 113362792 113393265
RP3-522D1.1 chr1 113392650 113420493
SLC16A1 chr1 113454469 113499635
SLC16A1-AS1 chr1 113499037 113542118
RP11-389O22.1 chr1 113550876 113589677
RP11-31F15.2 chr1 113554309 113615727
LRIG2 chr1 113615831 113674882
MAGI3 chr1 113933371 114228545
PHTF1 chr1 114239453 114302111
RSBN1 chr1 114304454 114355098
RP5-1073O3.2 chr1 114355001 114371793
PTPN22 chr1 114356433 114414381
AP4B1-AS1 chr1 114399257 114443859
BCL2L15 chr1 114420790 114430169
AP4B1 chr1 114437370 114447823
DCLRE1B chr1 114447763 114456708
RP5-1073O3.7 chr1 114466622 114472114
HIPK1 chr1 114471814 114520426
OLFML3 chr1 114522063 114524876
SYT6 chr1 114631913 114696541
TRIM33 chr1 114935399 115053781
BCAS2 chr1 115110178 115124260
DENND2C chr1 115125469 115213043
AMPD1 chr1 115215719 115238239
NRAS chr1 115247090 115259515
CSDE1 chr1 115259534 115301297
SIKE1 chr1 115312100 115323306
TSPAN2 chr1 115590632 115632121
RP4-666F24.3 chr1 115642293 115645279
VANGL1 chr1 116184574 116240845
NHLH2 chr1 116378998 116386538
SLC22A15 chr1 116519119 116612675
MAB21L3 chr1 116654376 116677861
ATP1A1 chr1 116915290 116952883
AL136376.1 chr1 116915890 116926718
RP4-655J12.4 chr1 116966346 117021464
RP4-655J12.5 chr1 116971671 116975990
RP5-1086K13.1 chr1 117035645 117041834
CD58 chr1 117057157 117113661
IGSF3 chr1 117117031 117210375
CD2 chr1 117297007 117311850
RP4-753F5.1 chr1 117451771 117452153
PTGFRN chr1 117452679 117532980
CD101 chr1 117544382 117579167
RP11-27K13.3 chr1 117568104 117602112
TTF2 chr1 117602925 117650075
TRIM45 chr1 117653682 117665209
RP11-188D8.1 chr1 117907521 117908095
MAN1A2 chr1 117910071 118071494
AL157902.3 chr1 118139454 118148392
FAM46C chr1 118148556 118170994
GDAP2 chr1 118406107 118472253
WDR3 chr1 118472343 118509165
SPAG17 chr1 118496484 118727846
TBX15 chr1 119425669 119532179
WARS2 chr1 119573839 119683294
WARS2-IT1 chr1 119590028 119607408
RP11-418J17.1 chr1 119683019 119818596
RP11-418J17.3 chr1 119802888 119869926
RP5-834N19.1 chr1 119870799 119898805
ZNF697 chr1 120162045 120190396
PHGDH chr1 120202421 120286838
REG4 chr1 120336641 120354283
ADAM30 chr1 120436156 120439118
NOTCH2 chr1 120454176 120612240
RP11-114O18.1 chr1 120619223 120619698
RP11-439A17.7 chr1 120835810 120838343
FAM72B chr1 120837756 120855681
RP11-439A17.9 chr1 120925634 120933000
FCGR1B chr1 120926979 120935937
RP11-343N15.1 chr1 121102017 121140666
RP11-343N15.5 chr1 121133256 121134581
AL592494.5 chr1 121138614 121204983
RP11-343N15.2 chr1 121154579 121171134
RP11-344P13.4 chr1 121236177 121252181
RP11-344P13.6 chr1 121260164 121260627
RP11-344P13.1 chr1 121315744 121322322
RP11-417J8.3 chr1 142618769 142729975
RP11-417J8.6 chr1 142620645 142729967
RP11-423O2.5 chr1 142803224 142816004
RP11-782C8.2 chr1 143118704 143211070
RP11-782C8.1 chr1 143119061 143233417
RP11-782C8.4 chr1 143154493 143169717
RP11-782C8.3 chr1 143188828 143189695
RP11-782C8.5 chr1 143211628 143240439
RP11-435B5.3 chr1 143347958 143376829
RP11-435B5.4 chr1 143354963 143467632
RP11-435B5.5 chr1 143377281 143401533
RP6-206I17.1 chr1 143647638 143745417
RP6-206I17.2 chr1 143687097 143720401
RP6-206I17.3 chr1 143719663 143721171
PPIAL4G chr1 143767144 143767881
FAM72D chr1 143896452 143913143
NBPF8 chr1 144146808 144224481
LINC00623 chr1 144275918 144341756
AL592284.1 chr1 144339738 144521058
RP11-640M9.1 chr1 144456138 144521970
NBPF9 chr1 144811744 144830413
RP4-791M13.3 chr1 144833168 144835867
PDE4DIP chr1 144836157 145076186
RP4-791M13.4 chr1 144858174 144865800
AL590452.1 chr1 144989309 144991365
RP11-326G21.1 chr1 145018395 145018959
RP11-458D21.6 chr1 145200338 145200891
NOTCH2NL chr1 145209119 145291972
RP11-458D21.5 chr1 145209145 145319796
NBPF10 chr1 145289772 145370303
RP11-458D21.1 chr1 145373054 145382434
TXNIP chr1 145438469 145442635
POLR3GL chr1 145456236 145470388
ANKRD34A chr1 145470508 145475646
RP11-315I20.1 chr1 145475982 145508503
LIX1L chr1 145477085 145501669
RBM8A chr1 145507598 145513536
PEX11B chr1 145516252 145523730
ITGA10 chr1 145524891 145543868
ANKRD35 chr1 145549230 145568526
PIAS3 chr1 145575233 145586546
NUDT17 chr1 145586115 145589439
POLR3C chr1 145592605 145611025
RNF115 chr1 145611036 145696218
CD160 chr1 145695798 145715614
PDZK1 chr1 145726918 145764074
GPR89A chr1 145764411 145827103
GPR89C chr1 145883868 145924373
NBPF11 chr1 146032647 146082765
NBPF12 chr1 146373546 146467744
RP4-704D21.2 chr1 146473490 146475177
PRKAB2 chr1 146626685 146644129
RP11-337C18.8 chr1 146644350 146683136
FMO5 chr1 146646930 146714700
RP11-337C18.9 chr1 146647181 146649319
CHD1L chr1 146714291 146767443
LINC00624 chr1 146986158 146989699
BCL9 chr1 147013182 147098017
ACP6 chr1 147101453 147142618
GPR89B chr1 147400506 147465753
RP6-74O6.2 chr1 147466094 147484331
XXyac-YX155B6.7 chr1 147484031 147484460
RP6-74O6.3 chr1 147494090 147498172
NBPF24 chr1 147574428 147634886
XXyac-YX155B6.5 chr1 147634989 147658907
XXyac-YX155B6.6 chr1 147635066 147700929
RP11-495P10.6 chr1 147744014 147752855
RP11-495P10.8 chr1 147762996 147767966
RP11-495P10.3 chr1 147801124 147816764
RP6-74O6.6 chr1 147830374 147830815
LINC01138 chr1 147835127 147931933
RP11-495P10.1 chr1 147887350 147901508
NBPF14 chr1 148003642 148025863
PPIAL4D chr1 148201752 148202536
RP11-89F3.2 chr1 148246959 148248104
NBPF20 chr1 148250249 148347506
NBPF15 chr1 148555979 148596267
RP11-666A1.5 chr1 148598398 148599531
NBPF16 chr1 148739443 148758311
RP11-763B22.4 chr1 148760504 148761583
